"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"firefox","5","506","2205949747200","70758400","48005120","40736","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.6.1584851723\349335365"" -childID 1 -isForBrowser -prefsHandle 2780 -prefMapHandle 2776 -prefsLen 300 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 2792 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","2.8125","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5924","8",,"False","2021/06/14 23:50:15",,"16660",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","40736","40736","48005120","48005120","720144","720144","57958400","57958400","89952256","89952256","2205985058816","-1628131328","True","Normal","48005120","48005120","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","506","2205949747200","-1663442944","False",,,,"70758400","70758400",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.5156250","00:00:02.8125000","00:00:02.2968750","0","","True",,
"firefox","5","650","2206202286080","84877312","110166016","62784","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.20.378101626\1659959940"" -childID 3 -isForBrowser -prefsHandle 5392 -prefMapHandle 5388 -prefsLen 6023 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 5400 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","19.421875","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5968","4",,"False","2021/06/14 23:50:16",,"17280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62784","62784","110166016","110166016","963112","963112","246685696","246685696","299253760","299253760","2206249721856","-1363468288","True","Idle","110166016","110166016","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","650","2206202286080","-1410904064","False",,,,"84877312","84877312",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:02.4687500","00:00:19.4218750","00:00:16.9531250","0","","True",,
"firefox","5","419","2205859241984","29536256","28737536","29576","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.45.1352018081\590899377"" -childID 6 -isForBrowser -prefsHandle 3708 -prefMapHandle 9632 -prefsLen 8894 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 9132 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","0.46875","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6000","8",,"False","2021/06/15 0:34:33",,"17740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29576","29576","28737536","28737536","651680","651680","28938240","28938240","37662720","37662720","2205885194240","-1727995904","True","Normal","28737536","28737536","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","419","2205859241984","-1753948160","False",,,,"29536256","29536256",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:00.2656250","00:00:00.4687500","00:00:00.2031250","0","","True",,
"firefox","5","515","2206027481088","81805312","82792448","45504","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.38.1121069462\1588530341"" -childID 5 -isForBrowser -prefsHandle 3200 -prefMapHandle 6812 -prefsLen 8572 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 6032 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","9.703125","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2528","4",,"False","2021/06/15 0:08:47",,"19200",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45504","45504","82792448","82792448","811520","811520","119914496","119914496","152825856","152825856","2206080520192","-1532669952","True","Idle","82792448","82792448","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","515","2206027481088","-1585709056","False",,,,"81805312","81805312",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:01.4531250","00:00:09.7031250","00:00:08.2500000","0","","True",,
"firefox","5","482","2206013329408","132231168","138977280","48224","C:\Program Files\Mozilla Firefox\firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc --channel=""10004.13.1246756197\1016902099"" -childID 2 -isForBrowser -prefsHandle 4348 -prefMapHandle 4344 -prefsLen 5259 -prefMapSize 248436 -parentBuildID 20210527174632 -appdir ""C:\Program Files\Mozilla Firefox\browser"" - 10004 ""\\.\pipe\gecko-crash-server-pipe.10004"" 4360 tab","System.Diagnostics.Process (firefox)","Mozilla Corporation","15.859375","89.0","89.0","Firefox","Firefox","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5664","8",,"False","2021/06/14 23:50:15",,"19304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","48224","48224","138977280","138977280","694632","694632","140169216","140169216","136151040","136151040","2206013591552","-1599598592","True","Normal","138977280","138977280","firefox","255","5",,"System.Diagnostics.ProcessThreadCollection","482","2206013329408","-1599860736","False",,,,"132231168","132231168",,"System.Diagnostics.ProcessModule (firefox.exe)","00:00:02.3906250","00:00:15.8593750","00:00:13.4687500","0","","True",,
"fontdrvhost","0","32","2203509481472","5836800","14254080","7200",,,,,,,,,,"Process",,,"8",,,,,"1000",".",,,,"7200","7200","14254080","14254080","245624","245624","14348288","14348288","40173568","40173568","2203509481472","191258624",,,"14254080","14254080","fontdrvhost",,"0",,"System.Diagnostics.ProcessThreadCollection","32","2203509481472","191258624","False",,,,"5836800","5836800",,,,,,"0","","True",,
"fontdrvhost","5","32","2203638456320","38150144","23896064","14408",,,,,,,,,,"Process",,,"8",,,,,"8248",".",,,,"14408","14408","23896064","23896064","465144","465144","33202176","33202176","50884608","50884608","2204020105216","701882368",,,"23896064","23896064","fontdrvhost",,"5",,"System.Diagnostics.ProcessThreadCollection","32","2203638456320","320233472","False",,,,"38150144","38150144",,,,,,"0","","True",,
"GoogleCrashHandler","0","171","49577984","1449984","1671168","10616",,,,,,,,,,"Process",,,"4",,,,,"8244",".",,,,"10616","10616","1671168","1671168","96504","96504","2011136","2011136","7872512","7872512","56020992","56020992",,,"1671168","1671168","GoogleCrashHandler",,"0",,"System.Diagnostics.ProcessThreadCollection","171","49577984","49577984","False",,,,"1449984","1449984",,,,,,"0","","True",,
"GoogleCrashHandler64","0","154","4384673792","1097728","1695744","8784",,,,,,,,,,"Process",,,"4",,,,,"8564",".",,,,"8784","8784","1695744","1695744","104832","104832","1822720","1822720","7372800","7372800","4388868096","93900800",,,"1695744","1695744","GoogleCrashHandler64",,"0",,"System.Diagnostics.ProcessThreadCollection","154","4384673792","89706496","False",,,,"1097728","1097728",,,,,,"0","","True",,
"ibtsiva","0","84","4357382144","4308992","2945024","6312",,,,,,,,,,"Process",,,"8",,,,,"4344",".",,,,"6312","6312","2945024","2945024","46664","46664","3063808","3063808","5611520","5611520","4361576448","66609152",,,"2945024","2945024","ibtsiva",,"0",,"System.Diagnostics.ProcessThreadCollection","84","4357382144","62414848","False",,,,"4308992","4308992",,,,,,"0","","True",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","61440","61440","0","0","61440","61440","12288","12288","8192","8192",,,"61440","61440","Idle",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"0","","True",,
"IntelCpHDCPSvc","0","167","2203396104192","7196672","1810432","8760",,,,,,,,,,"Process",,,"8",,,,,"4360",".",,,,"8760","8760","1810432","1810432","86072","86072","1880064","1880064","8282112","8282112","2203403485184","85262336",,,"1810432","1810432","IntelCpHDCPSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","167","2203396104192","77881344","False",,,,"7196672","7196672",,,,,,"0","","True",,
"IntelCpHeciSvc","0","248","96395264","9883648","3727360","15064",,,,,,,,,,"Process",,,"8",,,,,"4968",".",,,,"15064","15064","3727360","3727360","130192","130192","4087808","4087808","11464704","11464704","105570304","105570304",,,"3727360","3727360","IntelCpHeciSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","248","96395264","96395264","False",,,,"9883648","9883648",,,,,,"0","","True",,
"jhi_service","0","136","2203395391488","5857280","1355776","8600",,,,,,,,,,"Process",,,"8",,,,,"5236",".",,,,"8600","8600","1355776","1355776","84744","84744","1499136","1499136","6770688","6770688","2203400634368","82411520",,,"1355776","1355776","jhi_service",,"0",,"System.Diagnostics.ProcessThreadCollection","136","2203395391488","77168640","False",,,,"5857280","5857280",,,,,,"0","","True",,
"jusched","5","372","93483008","14610432","3174400","17952","C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe","""C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe"" ",,"Oracle Corporation","0.40625","2.8.291.10","2.8.291.10","Java Update Scheduler","Java Platform SE Auto Updater","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5516","8",,"False","2021/06/13 23:16:01",,"13180",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17952","17952","3174400","3174400","194168","194168","3768320","3768320","16531456","16531456","135442432","135442432","True","Normal","3174400","3174400","jusched","255","5",,"System.Diagnostics.ProcessThreadCollection","372","93483008","93483008","False",,,,"14610432","14610432",,"System.Diagnostics.ProcessModule (jusched.exe)","00:00:00.1718750","00:00:00.4062500","00:00:00.2343750","0","","True",,
"LockApp","5","539","2203744075776","47497216","14688256","28240","C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","""C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca",,"Microsoft Corporation","0.90625","10.0.19041.844 (WinBuild.160101.0800)","10.0.19041.844","LockApp.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5740","8",,"False","2021/06/14 4:46:38",,"17120",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28240","28240","14688256","14688256","650184","650184","14946304","14946304","59805696","59805696","2203765047296","446824448","True","Normal","14688256","14688256","LockApp","255","5",,"System.Diagnostics.ProcessThreadCollection","539","2203744075776","425852928","False",,,,"47497216","47497216",,"System.Diagnostics.ProcessModule (LockApp.exe)","00:00:00.3593750","00:00:00.9062500","00:00:00.5468750","0","","True",,
"lsass","0","2014","2203430821888","24719360","12029952","56264",,,,,,,,,,"Process",,,"9",,,,,"976",".",,,,"56264","56264","12029952","12029952","190192","190192","13082624","13082624","27484160","27484160","2203440218112","121995264",,,"12029952","12029952","lsass",,"0",,"System.Diagnostics.ProcessThreadCollection","2014","2203430821888","112599040","False",,,,"24719360","24719360",,,,,,"0","","True",,
"Memory Compression","0","0","768212992","671932416","1662976","0",,,,,,,,,,"Process",,,"8",,,,,"2600",".",,,,"0","0","1662976","1662976","4224","4224","1773568","1773568","802443264","802443264","870711296","870711296",,,"1662976","1662976","Memory Compression",,"0",,"System.Diagnostics.ProcessThreadCollection","0","768212992","768212992","False",,,,"671932416","671932416",,,,,,"0","","True",,
"Microsoft.Photos","5","1086","5262884864","6049792","54255616","53240","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2020.20120.4004.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","""C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2020.20120.4004.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe"" -ServerName:App.AppXzst44mncqdg84v7sv6p7yznqwssy6f7f.mca",,"Microsoft Corporation","8.328125","2020.20120.4004.00000","2020.20120.400400000","Microsoft.Photos.exe","Microsoft Photos","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2496","8",,"False","2021/06/13 23:39:23",,"15904",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53240","53240","54255616","54255616","786512","786512","55005184","55005184","110473216","110473216","5275463680","980496384","True","Normal","54255616","54255616","Microsoft.Photos","255","5",,"System.Diagnostics.ProcessThreadCollection","1086","5262884864","967917568","False",,,,"6049792","6049792",,"System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","00:00:02.9375000","00:00:08.3281250","00:00:05.3906250","0","","True",,
"mmc","5","516","2238041567232","44032000","17465344","37744",,,,,"4.625",,,,,"Process",,,"8",,"False","2021/06/15 0:22:54",,"3036",".",,,,"37744","37744","17465344","17465344","526216","526216","17965056","17965056","50864128","50864128","2238051655680","373694464",,,"17465344","17465344","mmc",,"5",,"System.Diagnostics.ProcessThreadCollection","516","2238041567232","363606016","False",,,,"44032000","44032000",,,"00:00:02.2500000","00:00:04.6250000","00:00:02.3750000","986068","サービス","True",,
"mongod","0","297","5775310848","29405184","217821184","24192",,,,,,,,,,"Process",,,"8",,,,,"5652",".",,,,"24192","24192","217821184","217821184","160544","160544","219762688","219762688","185806848","185806848","5779288064","1484320768",,,"217821184","217821184","mongod",,"0",,"System.Diagnostics.ProcessThreadCollection","297","5775310848","1480343552","False",,,,"29405184","29405184",,,,,,"0","","True",,
"MoUsoCoreWorker","0","797","2207137718272","3524038656","3641446400","159360",,,,,,,,,,"Process",,,"8",,,,,"13828",".",,,,"159360","159360","3641446400","-653520896","235360","235360","3661262848","-633704448","3542835200","-752132096","2207158231040","-454959104",,,"3641446400","-653520896","MoUsoCoreWorker",,"0",,"System.Diagnostics.ProcessThreadCollection","797","2207137718272","-475471872","False",,,,"3524038656","-770928640",,,,,,"0","","True",,
"msedge","5","402","2315503607808","121896960","70860800","20456","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --instant-process --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6136 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","5.5625","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5764","4",,"False","2021/06/15 2:37:04",,"576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20456","20456","70860800","70860800","586016","586016","97431552","97431552","148119552","148119552","2324068581376","491274240","True","Idle","70860800","70860800","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","402","2315503607808","516235264","False",,,,"121896960","121896960",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4218750","00:00:05.5625000","00:00:05.1406250","0","","True",,
"msedge","5","249","2311120998400","44621824","16424960","15936","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7280 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.25","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5848","4",,"False","2021/06/15 2:37:05",,"2452",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15936","15936","16424960","16424960","530344","530344","17846272","17846272","44630016","44630016","2315345649664","358277120","True","Idle","16424960","16424960","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","249","2311120998400","428593152","False",,,,"44621824","44621824",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.2500000","00:00:00.1718750","0","","True",,
"msedge","5","232","2311114248192","29372416","12976128","14336","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2836 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.140625","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5636","4",,"False","2021/06/15 2:37:51",,"2824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14336","14336","12976128","12976128","509480","509480","12992512","12992512","29392896","29392896","2315345649664","358277120","True","Idle","12976128","12976128","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","232","2311114248192","421842944","False",,,,"29372416","29372416",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0625000","00:00:00.1406250","00:00:00.0781250","0","","True",,
"msedge","5","249","2311120998400","44638208","16437248","15424","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7212 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.328125","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5912","4",,"False","2021/06/15 2:37:06",,"3068",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15424","15424","16437248","16437248","530344","530344","17854464","17854464","44642304","44642304","2315345649664","358277120","True","Idle","16437248","16437248","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","249","2311120998400","428593152","False",,,,"44638208","44638208",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.3281250","00:00:00.2500000","0","","True",,
"msedge","5","318","2306809331712","40198144","14753792","20920","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2624 /prefetch:3","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.46875","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5724","8",,"False","2021/06/15 2:37:02",,"4088",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20920","20920","14753792","14753792","590160","590160","16162816","16162816","40873984","40873984","2306911862784","514424832","True","Normal","14753792","14753792","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","318","2306809331712","411893760","False",,,,"40198144","40198144",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.1406250","00:00:02.4687500","00:00:01.3281250","0","","True",,
"msedge","5","249","2311120998400","44109824","16416768","15424","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --disable-client-side-phishing-detection --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6812 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.234375","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5240","4",,"False","2021/06/15 2:37:04",,"8568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15424","15424","16416768","16416768","526248","526248","17813504","17813504","44113920","44113920","2315345649664","358277120","True","Idle","16416768","16416768","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","249","2311120998400","428593152","False",,,,"44109824","44109824",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1093750","00:00:00.2343750","00:00:00.1250000","0","","True",,
"msedge","5","552","2307193319424","108568576","80285696","27696","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --gpu-preferences=SAAAAAAAAADgAAAwAAAAAAAAAAAAAAAAAABgAAAAAAAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB4AAAAAAAAAHgAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAAIAAAAAAAAAAgAAAAAAAAA --mojo-platform-channel-handle=2052 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.609375","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5320","10",,"False","2021/06/15 2:37:02",,"10584",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27696","27696","80285696","80285696","897848","897848","129175552","129175552","156581888","156581888","2307241762816","844324864","True","AboveNormal","80285696","80285696","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","552","2307193319424","795881472","False",,,,"108568576","108568576",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.0781250","00:00:03.6093750","00:00:02.5312500","0","","True",,
"msedge","5","227","2306761523200","19374080","6840320","13656","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --field-trial-handle=2044,5446257628619010568,8290585308108142834,131072 --lang=en-US --service-sandbox-type=utility --mojo-platform-channel-handle=2856 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.15625","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5344","8",,"False","2021/06/15 2:37:02",,"12360",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13656","13656","6840320","6840320","537760","537760","6930432","6930432","19423232","19423232","2306769911808","372473856","True","Normal","6840320","6840320","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","227","2306761523200","364085248","False",,,,"19374080","19374080",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0781250","00:00:00.1562500","00:00:00.0781250","0","","True",,
"msedge","5","1590","2341727645696","163835904","67563520","63560","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument https://onedrive.live.com/sync?ru=http%3A%2F%2Fgo.microsoft.com%2Ffwlink%2F%3FLinkID%3D223554#t=EgAkAgMAAAAMgAAADQABnmmGwhpNLwmM9Tq78PhQZM87rt43gf0xdqK%2BaGGdb2pmnLiveJP0SDs6bVSH9ShEGNb0X8roJg97IbTrWKLb7KdtV3V1XjGMyuL4BtGKdWdDNfXyCEf4e%2FzaIWc0e6RQvsn9XCghYCY1H66MEiZe4XvnhZlRv8Gnjdob5iOreUeSn6DNry6%2FZGvEm5ENWEIDf6Cm9%2B3mQGgXHH3ugrITFee2K%2Bg6piK2sUYPlI0T%2Fe5yHPR96JVuAtjGxhkpRXQIX2egcOMbPZ9%2Fhj%2BzY9DyiaF1srST0RkL9HKDsJJpxOJpuTl0p%2FL7ebFvxIBCpGCrR8uGaVq%2BqsHGGmsB6fycEhMBewATAf2%2FAwAWFSEavZPHYD4Cr2AQJwAAChOgAAASAGV1ZXdycWVAZ21haWwuY29tAF4AAB5ldWV3cnFlJWdtYWlsLmNvbUBwYXNzcG9ydC5jb20AAAAfSlAACDIxMC0wODEzAAA%2BuQQRAgAAh5RtQAAGQQAFw6lhY3QABcOgZWN0BM8AAAAAAAAAAAAAAAAAAAAAnM87zhkLi9YAAL2Tx2CvCT5hAAAAAAAAAAAAAAAADQA2MC42NC4yNTEuODIABQMAAAAFABgA29QiRwQQDQAAAAAAAAAAAAAAAAAAAGwxYpH2MfnAA4AYADVGYiABABgAyp3QPgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAwA%3D","System.Diagnostics.Process (OneDrive)","Microsoft Corporation","9.125","91.0.864.48","91.0.864.48","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5872","8",,"False","2021/06/15 2:37:01",,"12788",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","63560","63560","67563520","67563520","1047184","1047184","71684096","71684096","168312832","168312832","2341905793024","1148616704","True","Normal","67563520","67563520","msedge","255","5",,"System.Diagnostics.ProcessThreadCollection","1590","2341727645696","970469376","False",,,,"163835904","163835904",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:04.0937500","00:00:09.1250000","00:00:05.0312500","1182820","媲美欣 - OneDrive - Personal - Microsoft​ Edge","True",,
